id,wikidata_id,name,gender,birthdate,birthplace,latitude,longitude,pcs_id,weight_kg,height_m,total_wins,current_team,wikipedia_url,fetched_at
984,Q1735151,Kasper Jebjerg,mand,1985-03-21,Svendborg,55.059722222,10.61,134327,,,0,,https://fr.wikipedia.org/wiki/Kasper_Jebjerg,2026-04-06T16:32:54.074392+00:00
985,Q1114247,Kasper Klostergaard,mand,1983-05-22,Horsens,55.861944444,9.851944444,140248,69.0,1.82,0,,https://no.wikipedia.org/wiki/Kasper_Klostergaard,2026-04-06T16:33:04.684625+00:00
986,Q1735156,Kasper Linde Jørgensen,mand,1984-08-23,Bogense,55.5642,10.0894,139770,,,0,,https://de.wikipedia.org/wiki/Kasper_Linde_J%C3%B8rgensen,2026-04-06T16:33:15.410720+00:00
345,Q1415311,Kasper Lindholm Jessen,mand,1985-01-31,,,,,,,0,,https://en.wikipedia.org/wiki/Kasper_Lindholm_Jessen,2026-04-06T15:50:01.217116+00:00
346,Q125857729,Kasper Svendsen,mand,1993-04-21,,,,,,,0,,"https://ru.wikipedia.org/wiki/%D0%A1%D0%B2%D0%B5%D0%BD%D0%BD%D1%81%D0%B5%D0%BD,_%D0%9A%D0%B0%D1%81%D0%BF%D0%B5%D1%80",2026-04-06T15:50:01.217116+00:00
987,Q130962431,Kasper Thustrup,mand,1987-08-05,Kolding,55.490833333,9.472222222,232817,,,0,,https://da.wikipedia.org/wiki/Kasper_Thustrup,2026-04-06T16:33:25.920481+00:00
988,Q99293520,Kasper Viberg Søgaard,mand,2001-09-12,Birkerød,55.8473558,12.428001,217155,,,0,,https://da.wikipedia.org/wiki/Kasper_Viberg_S%C3%B8gaard,2026-04-06T16:33:36.596357+00:00
989,Q28970288,Kasper Würtz Schmidt,mand,1995-08-25,,,,179084,,,0,,"https://ru.wikipedia.org/wiki/%D0%A8%D0%BC%D0%B8%D0%B4%D1%82,_%D0%9A%D0%B0%D1%81%D0%BF%D0%B5%D1%80_%D0%92%D1%8E%D1%80%D1%86",2026-04-06T16:33:47.149306+00:00
350,Q538647,Kay Werner Nielsen,mand,1921-05-28,Aarhus,56.156388888,10.209722222,,,,0,,https://sv.wikipedia.org/wiki/Kay_Werner_Nielsen,2026-04-06T15:50:01.217116+00:00
990,Q64212218,Keld Leveau,mand,1933-02-15,København,55.676111111,12.568888888,246619,,,0,,https://da.wikipedia.org/wiki/Keld_Leveau,2026-04-06T16:33:57.654517+00:00
352,Q371131,Ken Frost,mand,1967-02-15,Rødovre Kommune,55.681388888,12.455,,,,0,,https://uk.wikipedia.org/wiki/%D0%9A%D0%B5%D0%BD_%D0%A4%D1%80%D0%BE%D1%81%D1%82_(%D0%B2%D0%B5%D0%BB%D0%BE%D0%B3%D0%BE%D0%BD%D1%89%D0%B8%D0%BA),2026-04-06T15:50:01.217116+00:00
991,Q16648239,Kenneth Hansen,mand,1991-10-07,Haderslev,55.25,9.5,138155,,,0,,https://nl.wikipedia.org/wiki/Kenneth_Hansen,2026-04-06T16:34:08.228175+00:00
354,Q25754118,Kenneth Røpke,mand,1965-08-17,Gentofte,55.7517,12.5508,,,,0,,https://en.wikipedia.org/wiki/Kenneth_R%C3%B8pke,2026-04-06T15:50:01.217116+00:00
992,Q120634313,Kenneth Weltz,mand,1965-09-21,København,55.676111111,12.568888888,167914,,,0,,https://fr.wikipedia.org/wiki/Kenneth_Weltz,2026-04-06T16:34:18.657023+00:00
993,Q112107476,Kevin Biehl,mand,2004-01-08,Esbjerg,55.470833333,8.451388888,270097,,,0,,https://da.wikipedia.org/wiki/Kevin_Biehl,2026-04-06T16:34:29.714130+00:00
994,Q932133,Kim Andersen,mand,1958-02-10,Malling,56.0386,10.1933,167541,,,0,,https://sv.wikipedia.org/wiki/Kim_Andersen,2026-04-06T16:34:40.222049+00:00
995,Q17350568,Kim Eriksen,mand,1964-02-10,Silkeborg,56.166666666,9.55,168131,,,0,,https://pt.wikipedia.org/wiki/Kim_Eriksen,2026-04-06T16:34:51.627232+00:00
359,Q12321834,Kim Greisen,mand,1972-10-16,,,,,,,0,,https://da.wikipedia.org/wiki/Kim_Greisen,2026-04-06T15:50:01.217116+00:00
996,Q19885298,Kim Gunnar Svendsen,mand,1955-12-24,Roskilde,55.641666666,12.080833333,246689,,,0,,https://sv.wikipedia.org/wiki/Kim_Gunnar_Svendsen,2026-04-06T16:35:02.092334+00:00
997,Q1437306,Kim Marcussen,mand,1968-09-18,Frederiksværk,55.96989444,12.0199,210191,,,0,,https://de.wikipedia.org/wiki/Kim_Marcussen,2026-04-06T16:35:12.565885+00:00
998,Q1741559,Kim Nielsen,mand,1986-01-16,,,,119046,,,0,,https://fr.wikipedia.org/wiki/Kim_Nielsen,2026-04-06T16:35:23.467615+00:00
363,Q19859294,Kim Refshammer,mand,1955-09-14,København,55.676111111,12.568888888,,,,0,,https://pt.wikipedia.org/wiki/Kim_Refshammer,2026-04-06T15:50:01.217116+00:00
364,Q124805928,Kim Sigmann Petersen,mand,1981-02-08,,,,,,,0,,"https://ru.wikipedia.org/wiki/%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D1%81%D0%B5%D0%BD,_%D0%9A%D0%B8%D0%BC",2026-04-06T15:50:01.217116+00:00
999,Q111974438,Kirstine Frida Rysbjerg Munk,kvinde,1996-02-02,Frederiksberg,55.6779,12.5327,260880,,,0,,"https://ru.wikipedia.org/wiki/%D0%9C%D1%83%D0%BD%D0%BA,_%D0%9A%D0%B8%D1%80%D1%81%D1%82%D0%B8%D0%BD%D0%B5",2026-04-06T16:35:34.176202+00:00
1000,Q794569,Kjell Rodian,mand,1942-06-30,Frederiksberg,55.6779,12.5327,246353,73.0,1.79,0,,https://uk.wikipedia.org/wiki/%D0%9A%27%D1%94%D0%BB%D0%BB%D1%8C_%D0%A0%D0%BE%D0%B4%D1%96%D0%B0%D0%BD,2026-04-06T16:35:44.645625+00:00
1001,Q113040294,Klara Schlüter,kvinde,2007-07-27,,,,303215,,,0,,"https://ru.wikipedia.org/wiki/%D0%A8%D0%BB%D1%8E%D1%82%D0%B5%D1%80,_%D0%9A%D0%BB%D0%B0%D1%80%D0%B0",2026-04-06T16:35:55.219354+00:00
1002,Q118136963,Klara Sofie Skovgård Hansen,kvinde,2002-09-06,Nørrebro,55.688333333,12.559722222,260876,,,0,,"https://ru.wikipedia.org/wiki/%D0%A5%D0%B0%D0%BD%D1%81%D0%B5%D0%BD,_%D0%9A%D0%BB%D0%B0%D1%80%D0%B0_%D0%A1%D0%BE%D1%84%D0%B8_%D0%A1%D0%BA%D0%BE%D0%B2%D0%B3%D0%BE%D1%80",2026-04-06T16:36:06.243283+00:00
1003,Q11739884,Klaus Kynde,mand,1966-04-13,Aarhus,56.156388888,10.209722222,222060,,,0,,https://uk.wikipedia.org/wiki/%D0%9A%D0%BB%D0%B0%D1%83%D1%81_%D0%9A%D1%8E%D0%BD%D0%B4%D0%B5_%D0%9D%D1%96%D0%BB%D1%8C%D1%81%D0%B5%D0%BD,2026-04-06T16:36:16.875167+00:00
1004,Q6007729,Klaus Nielsen,mand,1980-01-08,Køge,55.45,12.183333333,120660,66.0,1.76,0,,"https://ru.wikipedia.org/wiki/%D0%9D%D0%B8%D0%BB%D1%8C%D1%81%D0%B5%D0%BD,_%D0%9A%D0%BB%D0%B0%D1%83%D1%81_(%D0%BC%D0%B0%D1%83%D0%BD%D1%82%D0%B8%D0%BD%D0%B1%D0%B0%D0%B9%D0%BA%D0%B5%D1%80)",2026-04-06T16:36:27.352824+00:00
371,Q116215009,Klaus Puggård Nielsen,mand,1976-09-04,,,,,,,0,,"https://ru.wikipedia.org/wiki/%D0%9D%D0%B8%D0%BB%D1%8C%D1%81%D0%B5%D0%BD,_%D0%9A%D0%BB%D0%B0%D1%83%D1%81_%D0%9F%D1%83%D0%B3%D0%B3%D0%BE%D1%80",2026-04-06T15:50:01.217116+00:00
372,Q11981122,Klaus Vesterlund,mand,1976-01-14,,,,,,,0,,"https://ru.wikipedia.org/wiki/%D0%9D%D0%B8%D0%BB%D1%8C%D1%81%D0%B5%D0%BD,_%D0%9A%D0%BB%D0%B0%D1%83%D1%81_%D0%92%D0%B5%D1%81%D1%82%D0%B5%D1%80%D0%BB%D1%83%D0%BD%D0%BD",2026-04-06T15:50:01.217116+00:00
373,Q570233,Knud Andersen,mand,1922-01-05,København,55.676111111,12.568888888,,,,0,,https://pt.wikipedia.org/wiki/Knud_Andersen,2026-04-06T15:50:01.217116+00:00
374,Q519173,Knud Enemark,mand,1936-11-30,Aarhus,56.156388888,10.209722222,,,,0,,https://sv.wikipedia.org/wiki/Knud_Enemark_Jensen,2026-04-06T15:50:01.217116+00:00
1005,Q17388473,Knud Jacobsen,mand,1914-05-26,København,55.676111111,12.568888888,214820,,,0,,https://pt.wikipedia.org/wiki/Knud_Jacobsen,2026-04-06T16:36:37.874758+00:00
1006,Q105747072,Kristian Egholm,mand,2004-03-16,Holbæk,55.7181,11.7103,262276,,,0,,https://fr.wikipedia.org/wiki/Kristian_Egholm,2026-04-06T16:36:48.466177+00:00
1007,Q15623909,Kristian Haugaard,mand,1991-02-27,Aarhus,56.156388888,10.209722222,130812,,,0,,https://nl.wikipedia.org/wiki/Kristian_Haugaard_Jensen,2026-04-06T16:36:59.071287+00:00
1008,Q43018924,Kristian Kaimer Eriksen,mand,1999-11-24,Rødovre Kommune,55.681388888,12.455,202635,,,0,,https://fr.wikipedia.org/wiki/Kristian_Kaimer,2026-04-06T16:37:09.483327+00:00
1009,Q1789240,Kristian Sobota,mand,1988-06-01,København,55.676111111,12.568888888,132070,,,0,,https://de.wikipedia.org/wiki/Kristian_Sobota,2026-04-06T16:37:19.928981+00:00
1010,Q125860499,Kristine Holt,kvinde,2000-09-03,,,,260889,,,0,,"https://ru.wikipedia.org/wiki/%D0%A5%D0%BE%D0%BB%D1%8C%D1%82,_%D0%9A%D0%B8%D1%80%D1%81%D1%82%D0%B8%D0%BD%D0%B5_%D0%9C%D0%B0%D1%80%D0%B8",2026-04-06T16:37:30.747375+00:00
381,Q125860500,Kristine Nørgaard,kvinde,1977-08-03,,,,,,,0,,"https://ru.wikipedia.org/wiki/%D0%9D%D1%91%D1%80%D0%B3%D0%BE%D1%80,_%D0%9A%D1%80%D0%B8%D1%81%D1%82%D0%B8%D0%BD",2026-04-06T15:50:01.217116+00:00
1011,Q587161,Kristoffer Gudmund Nielsen,mand,1985-05-20,Brønshøj,55.7042,12.4982,117526,,,0,,https://nl.wikipedia.org/wiki/Kristoffer_Gudmund_Nielsen,2026-04-06T16:37:42.317597+00:00
383,Q131919313,Kurt Melby,mand,1933-10-04,København,55.676111111,12.568888888,,,,0,,https://de.wikipedia.org/wiki/Kurt_Melby,2026-04-06T15:50:01.217116+00:00
384,Q11751354,Kurt vid Stein,mand,1935-11-17,København,55.676111111,12.568888888,,,,0,,https://pt.wikipedia.org/wiki/Kurt_vid_Stein,2026-04-06T15:50:01.217116+00:00
1012,Q447780,Lars Bak,mand,1980-01-16,Silkeborg,56.166666666,9.55,140848,76.0,1.9,0,,https://sv.wikipedia.org/wiki/Lars_Bak,2026-04-06T16:37:53.004123+00:00
1013,Q1806183,Lars Brian Nielsen,mand,1970-09-14,Amager,55.616666666,12.616666666,277303,,,0,,https://de.wikipedia.org/wiki/Lars_Brian_Nielsen,2026-04-06T16:38:03.498073+00:00
1014,Q20736157,Lars Carstensen,mand,1980-11-20,,,,186541,,,0,,https://nl.wikipedia.org/wiki/Lars_Carstensen,2026-04-06T16:38:14.752316+00:00
1015,Q20091036,Lars Jensen,mand,1964-03-03,Region Midtjylland,56.166666666,9.5,225013,,,0,,https://pt.wikipedia.org/wiki/Lars_Jensen,2026-04-06T16:38:25.784347+00:00
389,Q106573069,Lars Johansen,mand,1959-01-01,,,,,,,0,,https://de.wikipedia.org/wiki/Lars_Johansen,2026-04-06T15:50:01.217116+00:00
390,Q113835434,Lars Lander,mand,1943-07-21,,,,,,,0,,https://de.wikipedia.org/wiki/Lars_Lander,2026-04-06T15:50:01.217116+00:00
1016,Q570325,Lars Michaelsen,mand,1969-03-13,Farum,55.808333333,12.358055555,115560,79.0,1.85,0,,https://sv.wikipedia.org/wiki/Lars_Michaelsen,2026-04-06T16:38:36.328452+00:00
1017,Q12323898,Lars Pingel,mand,1971-01-20,,,,256188,,,0,,https://da.wikipedia.org/wiki/Lars_Pingel,2026-04-06T16:38:47.051505+00:00
393,Q112174914,Lars Udby,mand,1957-04-12,,,,,,,0,,https://de.wikipedia.org/wiki/Lars_Udby,2026-04-06T15:50:01.217116+00:00
1018,Q1806345,Lars Ulrich Sørensen,mand,1984-07-30,Køge,55.45,12.183333333,119293,,,0,,https://fr.wikipedia.org/wiki/Lars_Ulrich_S%C3%B8rensen,2026-04-06T16:38:57.637385+00:00
395,Q279269,Lasse Brun Pedersen,mand,1974-01-01,,,,,,,0,,https://fi.wikipedia.org/wiki/Lasse_Brun_Pedersen,2026-04-06T15:50:01.217116+00:00
1019,Q962474,Lasse Bøchman,mand,1983-06-13,Næstved,55.23333333,11.76666667,138389,,,0,,https://nl.wikipedia.org/wiki/Lasse_B%C3%B8chman,2026-04-06T16:39:08.201138+00:00
1020,Q922529,Lasse Norman Leth,mand,1992-02-11,Faaborg,55.095,10.242222222,131925,75.0,1.81,0,,"https://ru.wikipedia.org/wiki/%D0%9B%D0%B5%D1%82,_%D0%9B%D0%B0%D1%81%D1%81%D0%B5_%D0%9D%D0%BE%D1%80%D0%BC%D0%B0%D0%BD",2026-04-06T16:39:18.685513+00:00
1021,Q106322839,Laura Auerbach-Lind,kvinde,2003-06-14,Ledøje,55.71,12.3027,260886,,,0,,https://de.wikipedia.org/wiki/Laura_Auerbach-Lind,2026-04-06T16:39:29.479369+00:00
399,Q105811078,Leif Jørgensen,mand,1946-01-01,,,,,,,0,,https://de.wikipedia.org/wiki/Leif_J%C3%B8rgensen,2026-04-06T15:50:01.217116+00:00
400,Q11753806,Leif Larsen,mand,1942-09-30,Odense,55.4,10.383333333,,,,0,,https://pt.wikipedia.org/wiki/Leif_Larsen,2026-04-06T15:50:01.217116+00:00
1022,Q574287,Leif Mortensen,mand,1946-05-05,Frederiksberg,55.6779,12.5327,168676,70.0,1.8,0,,https://cs.wikipedia.org/wiki/Leif_Mortensen,2026-04-06T16:39:39.957915+00:00
1023,Q1818066,Lennie Kristensen,mand,1968-05-16,Silkeborg,56.166666666,9.55,114184,70.0,1.83,0,,"https://ru.wikipedia.org/wiki/%D0%9A%D1%80%D0%B8%D1%81%D1%82%D0%B5%D0%BD%D1%81%D0%B5%D0%BD,_%D0%9B%D0%B5%D0%BD%D0%BD%D0%B8",2026-04-06T16:39:50.628988+00:00
1024,Q113881,Leo Nielsen,mand,1909-03-05,Randers,56.456944444,10.039166666,246751,,,0,,https://uk.wikipedia.org/wiki/%D0%9B%D0%B5%D0%BE_%D0%9D%D1%96%D0%BB%D1%8C%D1%81%D0%B5%D0%BD,2026-04-06T16:40:01.707269+00:00
1025,Q270555,Linda Villumsen,kvinde,1985-04-09,Herning,56.136111111,8.976666666,140858,59.0,1.7,0,,https://sv.wikipedia.org/wiki/Linda_Villumsen,2026-04-06T16:40:12.291655+00:00
405,Q114750703,Line Brun Stallknecht,kvinde,,,,,,,,0,,https://da.wikipedia.org/wiki/Line_Brun_Stallknecht,2026-04-06T15:50:01.217116+00:00
406,Q124805966,Lis Jacobsen,kvinde,1965-05-18,,,,,,,0,,"https://ru.wikipedia.org/wiki/%D0%AF%D0%BA%D0%BE%D0%B1%D1%81%D0%B5%D0%BD,_%D0%9B%D0%B8%D1%81_(%D0%B2%D0%B5%D0%BB%D0%BE%D0%B3%D0%BE%D0%BD%D1%89%D0%B8%D1%86%D0%B0)",2026-04-06T15:50:01.217116+00:00
1026,Q1726870,Lisbeth Simper,kvinde,1978-01-13,Roskilde,55.641666666,12.080833333,190873,,,0,,https://fr.wikipedia.org/wiki/Lisbeth_Simper,2026-04-06T16:40:22.965203+00:00
1027,Q19662048,Lise Christensen,kvinde,1972-06-15,Danmark,56.0,10.0,190827,,,0,,https://en.wikipedia.org/wiki/Lise_Christensen,2026-04-06T16:40:33.602824+00:00
409,Q125861970,Lisette Rosenbeck Christensen,kvinde,1981-05-20,,,,,,,0,,"https://ru.wikipedia.org/wiki/%D0%9A%D1%80%D0%B8%D1%81%D1%82%D0%B5%D0%BD%D1%81%D0%B5%D0%BD,_%D0%9B%D0%B8%D0%B7%D0%B5%D1%82%D1%82_%D0%A0%D0%BE%D0%B7%D0%B5%D0%BD%D0%B1%D0%B5%D0%BA",2026-04-06T15:50:01.217116+00:00
1028,Q55422462,Lona Munck,kvinde,,,,,267075,,,0,,https://fr.wikipedia.org/wiki/Lona_Munck,2026-04-06T16:40:44.308934+00:00
1029,Q55422477,Lotte Bak,kvinde,1964-06-28,,,,230206,,,0,,"https://ru.wikipedia.org/wiki/%D0%91%D0%B0%D0%BA,_%D0%9B%D0%BE%D1%82%D1%82%D0%B5",2026-04-06T16:40:54.881393+00:00
1030,Q12324923,Lotte Schmidt,kvinde,1972-01-06,Randers,56.456944444,10.039166666,226914,,,0,,"https://ru.wikipedia.org/wiki/%D0%A8%D0%BC%D0%B8%D0%B4%D1%82,_%D0%9B%D0%BE%D1%82%D1%82%D0%B5",2026-04-06T16:41:05.364165+00:00
1031,Q28970449,Louis Bendixen,mand,1995-06-23,København,55.676111111,12.568888888,195093,,,0,,https://nl.wikipedia.org/wiki/Louis_Bendixen,2026-04-06T16:41:15.987487+00:00
1032,Q25920897,Louise Norman Hansen,kvinde,1995-02-12,Nørre Søby,55.2844,10.3781,197137,,,0,,https://fr.wikipedia.org/wiki/Louise_Norman_Hansen,2026-04-06T16:41:27.157760+00:00
1033,Q124546913,Lucas Strunge,mand,2006-02-01,Veerst,55.5596,9.244,302783,75.0,1.86,0,,"https://ru.wikipedia.org/wiki/%D0%A1%D1%82%D1%80%D1%83%D0%BD%D0%B3%D0%B5,_%D0%9B%D1%83%D0%BA%D0%B0%D1%81",2026-04-06T16:41:37.903386+00:00
1034,Q111538549,Lucas Toftemark,mand,2004-07-10,Holbæk,55.7181,11.7103,270094,73.0,1.85,0,,https://da.wikipedia.org/wiki/Lucas_Toftemark,2026-04-06T16:41:48.878894+00:00
1035,Q43018689,Ludvig Anton Wacker,mand,2000-07-15,Roskilde,55.641666666,12.080833333,208535,68.0,1.83,0,,https://fr.wikipedia.org/wiki/Ludvig_Wacker,2026-04-06T16:41:59.508164+00:00
1036,Q109426481,Lukas Lund Sørensen,mand,2003-02-19,Aarhus,56.156388888,10.209722222,253126,,,0,,https://da.wikipedia.org/wiki/Lukas_Lund_S%C3%B8rensen,2026-04-06T16:42:10.008812+00:00
1037,Q112678851,Lukas Sulaj Kloppenborg,mand,2001-12-09,Holbæk,55.7181,11.7103,216162,,,0,,"https://ru.wikipedia.org/wiki/%D0%9A%D0%BB%D0%BE%D0%BF%D0%BF%D0%B5%D0%BD%D0%B1%D0%BE%D1%80%D0%B3,_%D0%9B%D1%83%D0%BA%D0%B0%D1%81_%D0%A1%D1%83%D0%BB%D0%B0%D0%B9",2026-04-06T16:42:20.469231+00:00
1038,Q98594955,Mads Andersen,mand,2000-11-27,Odense,55.4,10.383333333,216429,,,0,,https://en.wikipedia.org/wiki/Mads_Andersen_(cyclist),2026-04-06T16:42:30.892322+00:00
1039,Q112798220,Mads Bertram Kristensen,mand,2006-04-04,Otterup,55.516666666,10.4,282380,,,0,,https://da.wikipedia.org/wiki/Mads_Bertram_Kristensen,2026-04-06T16:42:41.583244+00:00
1040,Q729718,Mads Christensen,mand,1984-04-06,Aalborg,57.05,9.916666666,140107,69.0,1.82,0,,"https://ru.wikipedia.org/wiki/%D0%9A%D1%80%D0%B8%D1%81%D1%82%D0%B5%D0%BD%D1%81%D0%B5%D0%BD,_%D0%9C%D0%B0%D0%B4%D1%81_(%D0%B2%D0%B5%D0%BB%D0%BE%D0%B3%D0%BE%D0%BD%D1%89%D0%B8%D0%BA)",2026-04-06T16:42:52.836229+00:00
1041,Q111550161,Mads Landbo,mand,2004-09-30,Hørsholm,55.878611111,12.499166666,270683,,,0,,https://fr.wikipedia.org/wiki/Mads_Landbo,2026-04-06T16:43:03.281857+00:00
1042,Q3276247,Mads Pedersen,mand,1995-12-18,Tølløse,55.6117,11.7736,168776,76.0,1.8,0,,https://de.wikipedia.org/wiki/Mads_Pedersen_(Radsportler),2026-04-06T16:43:13.981755+00:00
1043,Q24326406,Mads Rahbek,mand,1995-10-19,Lind,56.1042,8.97917,170397,66.0,1.8,0,,"https://ru.wikipedia.org/wiki/%D0%A0%D0%B0%D1%85%D0%B1%D0%B5%D0%BA,_%D0%9C%D0%B0%D0%B4%D1%81",2026-04-06T16:43:24.462103+00:00
1044,Q1398639,Mads Rydicher,mand,1987-05-30,,,,128836,,,0,,https://fr.wikipedia.org/wiki/Mads_Rydicher,2026-04-06T16:43:35.158556+00:00
1045,Q106286502,Mads Schelde Berg,mand,1998-08-10,Slagelse,55.400833333,11.35,201741,75.0,,0,,https://da.wikipedia.org/wiki/Mads_Schelde_Berg,2026-04-06T16:43:45.643685+00:00
1046,Q111804838,Mads Schulz Jørgensen,mand,2005-10-29,Holbæk,55.7181,11.7103,270161,,,0,,https://da.wikipedia.org/wiki/Mads_Schulz_J%C3%B8rgensen,2026-04-06T16:43:56.202774+00:00
1047,Q2079559,Mads Würtz Schmidt,mand,1994-03-31,Randers,56.456944444,10.039166666,132414,70.0,1.76,0,,"https://ru.wikipedia.org/wiki/%D0%A8%D0%BC%D0%B8%D0%B4%D1%82,_%D0%9C%D0%B0%D0%B4%D1%81_%D0%92%D1%8E%D1%80%D1%86",2026-04-06T16:44:06.828253+00:00
1048,Q30564055,Mads Østergaard Kristensen,mand,1998-01-26,Varde,55.62,8.480555555,198786,,,0,,https://fr.wikipedia.org/wiki/Mads_%C3%98stergaard,2026-04-06T16:44:17.372811+00:00
1049,Q109452173,Mads-Emil Dupont Hougaard,mand,2003-08-22,Randers,56.456944444,10.039166666,253152,,,0,,https://da.wikipedia.org/wiki/Mads-Emil_Dupont_Hougaard,2026-04-06T16:44:27.956408+00:00
1050,Q17496882,Magnus Bak Klaris,mand,1996-01-23,København,55.676111111,12.568888888,179112,,,0,,https://nl.wikipedia.org/wiki/Magnus_Bak_Klaris,2026-04-06T16:44:38.511034+00:00
1051,Q109771438,Magnus Bächler,mand,2002-02-19,Faaborg,55.095,10.242222222,260782,,,0,,"https://ru.wikipedia.org/wiki/%D0%91%D0%B5%D1%85%D0%BB%D0%B5%D1%80,_%D0%9C%D0%B0%D0%B3%D0%BD%D1%83%D1%81",2026-04-06T16:44:48.933920+00:00
1052,Q112677627,Magnus Carstensen,mand,2006-01-01,Randers,56.456944444,10.039166666,282366,,,0,,https://da.wikipedia.org/wiki/Magnus_Carstensen,2026-04-06T16:44:59.470370+00:00
1053,Q12325722,Magnus Cort,mand,1993-01-16,Rønne,55.1,14.7,132428,68.0,1.84,0,,https://tr.wikipedia.org/wiki/Magnus_Cort,2026-04-06T16:45:10.022544+00:00
1054,Q99236992,Magnus Henneberg,mand,2000-11-21,Virum,55.7917,12.4597,211635,67.0,1.87,0,,https://da.wikipedia.org/wiki/Magnus_Henneberg,2026-04-06T16:45:20.792904+00:00
1055,Q109561626,Magnus Lorents Nielsen,mand,2003-11-23,Silkeborg,56.166666666,9.55,260773,69.0,1.85,0,,https://da.wikipedia.org/wiki/Magnus_Lorents_Nielsen,2026-04-06T16:45:31.398612+00:00
1056,Q125862165,Maiken Jørgensen,kvinde,1974-08-19,Rønne,55.1,14.7,226906,,,0,,"https://ru.wikipedia.org/wiki/%D0%99%D1%91%D1%80%D0%B3%D0%B5%D0%BD%D1%81%D0%B5%D0%BD,_%D0%9C%D0%B0%D0%B9%D0%BA%D0%B5%D0%BD",2026-04-06T16:45:41.820783+00:00
439,Q125860502,Maj Schneider Thomsen,kvinde,1987-02-08,,,,,,,0,,"https://ru.wikipedia.org/wiki/%D0%A2%D0%BE%D0%BC%D1%81%D0%B5%D0%BD,_%D0%9C%D0%B0%D0%B9_%D0%A8%D0%BD%D0%B0%D0%B9%D0%B4%D0%B5%D1%80",2026-04-06T15:50:01.217116+00:00
1057,Q19598895,Maja Adamsen,kvinde,1978-09-07,Munkebo,55.457,10.553,117749,,,0,,https://en.wikipedia.org/wiki/Maja_Adamsen,2026-04-06T16:45:52.305784+00:00
1058,Q98594940,Maja Winther Brandt Heisel,kvinde,1993-10-23,,,,260875,52.0,1.6,0,,https://da.wikipedia.org/wiki/Maja_Winther_Brandt_Heisel,2026-04-06T16:46:02.867636+00:00
442,Q56513316,Malene Degin,kvinde,1996-01-01,,,,,,,0,,https://en.wikipedia.org/wiki/Malene_Degin,2026-04-06T15:50:01.217116+00:00
443,Q112156947,Malene Kejlstrup,kvinde,2002-06-06,Randers,56.456944444,10.039166666,,,,0,,https://no.wikipedia.org/wiki/Malene_Kejlstrup,2026-04-06T15:50:01.217116+00:00
1059,Q106768655,Malte Hellerup,mand,2004-04-07,Aalborg,57.05,9.916666666,270130,,,0,,https://da.wikipedia.org/wiki/Malte_Hellerup,2026-04-06T16:46:13.357040+00:00
1060,Q1892649,Marc Hester,mand,1985-06-28,København,55.676111111,12.568888888,133957,,,0,,https://nl.wikipedia.org/wiki/Marc_Hester,2026-04-06T16:46:23.989333+00:00
1061,Q3296169,Marc Strange Jacobsen,mand,1972-02-08,Slagelse,55.400833333,11.35,182475,,,0,,https://nl.wikipedia.org/wiki/Marc_Strange_Jacobsen,2026-04-06T16:46:34.435164+00:00
1062,Q99296796,Marckus Njor,mand,2001-06-25,Ballerup,55.7307,12.3617,215971,,,0,,https://da.wikipedia.org/wiki/Marckus_Njor,2026-04-06T16:46:45.157218+00:00
1063,Q50140905,Marcus Sander Hansen,mand,2000-08-25,Greve Strand,55.582222222,12.288888888,181672,68.0,1.82,0,,https://nl.wikipedia.org/wiki/Marcus_Sander_Hansen,2026-04-06T16:46:55.871262+00:00
1064,Q25920036,Margriet Kloppenburg,kvinde,1988-01-18,,,,138101,,,0,,https://en.wikipedia.org/wiki/Margriet_Kloppenburg,2026-04-06T16:47:06.273975+00:00
1065,Q99296897,Maria Bertelsen,kvinde,2002-02-09,Herning,56.136111111,8.976666666,240187,,,0,,https://da.wikipedia.org/wiki/Maria_Bertelsen,2026-04-06T16:47:16.946050+00:00
1066,Q25921359,Marie Vilmann,kvinde,1993-10-21,,,,196438,,,0,,https://en.wikipedia.org/wiki/Marie_Vilmann,2026-04-06T16:47:27.471860+00:00
1067,Q102353912,Marie-Louise Hartz Krogager,kvinde,1989-06-21,København,55.676111111,12.568888888,280838,,,0,,https://da.wikipedia.org/wiki/Marie-Louise_Hartz_Krogager,2026-04-06T16:47:37.879753+00:00
1068,Q98590185,Marita Jensen,kvinde,1991-07-06,København,55.676111111,12.568888888,260873,,,0,,https://da.wikipedia.org/wiki/Marita_Jensen,2026-04-06T16:47:48.517304+00:00
1069,Q117034642,Marius Hobolth,mand,2006-04-01,Frederiksberg,55.6779,12.5327,282372,71.0,1.88,0,,https://da.wikipedia.org/wiki/Marius_Hobolth,2026-04-06T16:47:58.982130+00:00
1070,Q15376812,Mark Sehested Pedersen,mand,1991-11-06,Kalundborg,55.681388888,11.085,130013,,,0,,https://fr.wikipedia.org/wiki/Mark_Sehested,2026-04-06T16:48:09.475102+00:00
456,Q70874032,Markus Heuer,mand,2001-02-17,København,55.676111111,12.568888888,,,,0,,https://es.wikipedia.org/wiki/Markus_Heuer,2026-04-06T15:50:01.217116+00:00
1071,Q3431593,Markus Kilsgaard,mand,1992-02-23,Herning,56.136111111,8.976666666,141105,,,0,,https://pl.wikipedia.org/wiki/Markus_Kilsgaard,2026-04-06T16:48:20.190683+00:00
